<query ID,0,passage ID,139>
<query ID,0,passage ID,151>
<query ID,0,passage ID,166>
<query ID,0,passage ID,311>
<query ID,0,passage ID,370>
<query ID,0,passage ID,392>
<query ID,0,passage ID,439>
<query ID,0,passage ID,440>
<query ID,0,passage ID,441>
<query ID,0,passage ID,454>
<query ID,0,passage ID,461>
<query ID,0,passage ID,502>
<query ID,0,passage ID,503>
<query ID,0,passage ID,505>
<query ID,0,passage ID,520>
<query ID,0,passage ID,522>
<query ID,0,passage ID,526>
<query ID,0,passage ID,527>
<query ID,0,passage ID,533>
<query ID,0,passage ID,593>
<query ID,0,passage ID,619>
<query ID,0,passage ID,737>
<query ID,0,passage ID,742>
<query ID,0,passage ID,789>
<query ID,0,passage ID,827>
<query ID,0,passage ID,835>
<query ID,0,passage ID,861>
<query ID,0,passage ID,875>
<query ID,0,passage ID,891>
<query ID,0,passage ID,921>
<query ID,0,passage ID,922>
<query ID,0,passage ID,1175>
<query ID,0,passage ID,1185>
<query ID,0,passage ID,1222>
<query ID,1,passage ID,169>
<query ID,1,passage ID,434>
<query ID,1,passage ID,454>
<query ID,1,passage ID,498>
<query ID,1,passage ID,499>
<query ID,1,passage ID,592>
<query ID,1,passage ID,875>
<query ID,2,passage ID,23>
<query ID,2,passage ID,40>
<query ID,2,passage ID,139>
<query ID,2,passage ID,190>
<query ID,2,passage ID,221>
<query ID,2,passage ID,246>
<query ID,2,passage ID,309>
<query ID,2,passage ID,311>
<query ID,2,passage ID,325>
<query ID,2,passage ID,345>
<query ID,2,passage ID,347>
<query ID,2,passage ID,356>
<query ID,2,passage ID,370>
<query ID,2,passage ID,374>
<query ID,2,passage ID,375>
<query ID,2,passage ID,439>
<query ID,2,passage ID,440>
<query ID,2,passage ID,454>
<query ID,2,passage ID,515>
<query ID,2,passage ID,520>
<query ID,2,passage ID,524>
<query ID,2,passage ID,526>
<query ID,2,passage ID,527>
<query ID,2,passage ID,533>
<query ID,2,passage ID,535>
<query ID,2,passage ID,560>
<query ID,2,passage ID,561>
<query ID,2,passage ID,571>
<query ID,2,passage ID,584>
<query ID,2,passage ID,604>
<query ID,2,passage ID,623>
<query ID,2,passage ID,633>
<query ID,2,passage ID,733>
<query ID,2,passage ID,742>
<query ID,2,passage ID,854>
<query ID,2,passage ID,856>
<query ID,2,passage ID,950>
<query ID,2,passage ID,967>
<query ID,2,passage ID,1144>
<query ID,2,passage ID,1161>
<query ID,2,passage ID,1172>
<query ID,2,passage ID,1175>
<query ID,2,passage ID,1196>
<query ID,3,passage ID,503>
<query ID,3,passage ID,538>
<query ID,3,passage ID,539>
<query ID,3,passage ID,540>
<query ID,3,passage ID,553>
<query ID,3,passage ID,604>
<query ID,3,passage ID,669>
<query ID,3,passage ID,711>
<query ID,3,passage ID,876>
<query ID,4,passage ID,23>
<query ID,4,passage ID,47>
<query ID,4,passage ID,50>
<query ID,4,passage ID,60>
<query ID,4,passage ID,114>
<query ID,4,passage ID,132>
<query ID,4,passage ID,135>
<query ID,4,passage ID,139>
<query ID,4,passage ID,151>
<query ID,4,passage ID,169>
<query ID,4,passage ID,189>
<query ID,4,passage ID,190>
<query ID,4,passage ID,197>
<query ID,4,passage ID,200>
<query ID,4,passage ID,226>
<query ID,4,passage ID,256>
<query ID,4,passage ID,265>
<query ID,4,passage ID,297>
<query ID,4,passage ID,298>
<query ID,4,passage ID,299>
<query ID,4,passage ID,311>
<query ID,4,passage ID,312>
<query ID,4,passage ID,325>
<query ID,4,passage ID,333>
